year,state,state_abbreviation,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
1976,ALABAMA,AL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,659170,1182850,DEMOCRAT
1976,ALABAMA,AL,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,504070,1182850,REPUBLICAN
1976,ALABAMA,AL,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,9198,1182850,OTHER
1976,ALABAMA,AL,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,6669,1182850,OTHER
1976,ALABAMA,AL,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1954,1182850,OTHER
1976,ALABAMA,AL,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1481,1182850,LIBERTARIAN
1976,ALABAMA,AL,US PRESIDENT,,,TRUE,308,1182850,OTHER
1976,ALASKA,AK,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,71555,123574,REPUBLICAN
1976,ALASKA,AK,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,44058,123574,DEMOCRAT
1976,ALASKA,AK,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,6785,123574,LIBERTARIAN
1976,ALASKA,AK,US PRESIDENT,,,TRUE,1176,123574,OTHER
1976,ARIZONA,AZ,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,418642,742719,REPUBLICAN
1976,ARIZONA,AZ,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,295602,742719,DEMOCRAT
1976,ARIZONA,AZ,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,19229,742719,OTHER
1976,ARIZONA,AZ,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,7647,742719,LIBERTARIAN
1976,ARIZONA,AZ,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,928,742719,OTHER
1976,ARIZONA,AZ,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,564,742719,OTHER
1976,ARIZONA,AZ,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,85,742719,OTHER
1976,ARIZONA,AZ,US PRESIDENT,,,TRUE,22,742719,OTHER
1976,ARKANSAS,AR,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,498604,767535,DEMOCRAT
1976,ARKANSAS,AR,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,267903,767535,REPUBLICAN
1976,ARKANSAS,AR,US PRESIDENT,,INDEPENDENT,FALSE,639,767535,OTHER
1976,ARKANSAS,AR,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,389,767535,OTHER
1976,CALIFORNIA,CA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,3882244,7803770,REPUBLICAN
1976,CALIFORNIA,CA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3742284,7803770,DEMOCRAT
1976,CALIFORNIA,CA,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,56388,7803770,OTHER
1976,CALIFORNIA,CA,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,51098,7803770,OTHER
1976,CALIFORNIA,CA,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,41731,7803770,OTHER
1976,CALIFORNIA,CA,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,FALSE,17259,7803770,OTHER
1976,CALIFORNIA,CA,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,12766,7803770,OTHER
1976,COLORADO,CO,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,584278,1081440,REPUBLICAN
1976,COLORADO,CO,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,460801,1081440,DEMOCRAT
1976,COLORADO,CO,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,26047,1081440,OTHER
1976,COLORADO,CO,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5338,1081440,LIBERTARIAN
1976,COLORADO,CO,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,2886,1081440,OTHER
1976,COLORADO,CO,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1122,1081440,OTHER
1976,COLORADO,CO,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,565,1081440,OTHER
1976,COLORADO,CO,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,403,1081440,OTHER
1976,CONNECTICUT,CT,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,719261,1386355,REPUBLICAN
1976,CONNECTICUT,CT,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,647895,1386355,DEMOCRAT
1976,CONNECTICUT,CT,US PRESIDENT,SCATTERING,,FALSE,10309,1386355,OTHER
1976,CONNECTICUT,CT,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7101,1386355,OTHER
1976,CONNECTICUT,CT,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1789,1386355,OTHER
1976,DELAWARE,DE,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,122461,235642,DEMOCRAT
1976,DELAWARE,DE,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,109780,235642,REPUBLICAN
1976,DELAWARE,DE,US PRESIDENT,,NO PARTY AFFILIATION,FALSE,2432,235642,OTHER
1976,DELAWARE,DE,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,645,235642,OTHER
1976,DELAWARE,DE,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,135,235642,OTHER
1976,DELAWARE,DE,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,103,235642,OTHER
1976,DELAWARE,DE,US PRESIDENT,,SOCIALIST LABOR,FALSE,86,235642,OTHER
1976,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,137818,168830,DEMOCRAT
1976,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,27873,168830,REPUBLICAN
1976,DISTRICT OF COLUMBIA,DC,US PRESIDENT,OTHER,,FALSE,1656,168830,OTHER
1976,DISTRICT OF COLUMBIA,DC,US PRESIDENT,,INDEPENDENT,FALSE,1195,168830,OTHER
1976,DISTRICT OF COLUMBIA,DC,US PRESIDENT,,,TRUE,288,168830,OTHER
1976,FLORIDA,FL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1636000,3150631,DEMOCRAT
1976,FLORIDA,FL,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1469531,3150631,REPUBLICAN
1976,FLORIDA,FL,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,23643,3150631,OTHER
1976,FLORIDA,FL,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,21325,3150631,OTHER
1976,FLORIDA,FL,US PRESIDENT,,,TRUE,132,3150631,OTHER
1976,GEORGIA,GA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,979409,1463152,DEMOCRAT
1976,GEORGIA,GA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,483743,1463152,REPUBLICAN
1976,HAWAII,HI,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147375,291301,DEMOCRAT
1976,HAWAII,HI,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,140003,291301,REPUBLICAN
1976,HAWAII,HI,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3923,291301,LIBERTARIAN
1976,IDAHO,ID,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,204151,340932,REPUBLICAN
1976,IDAHO,ID,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,126549,340932,DEMOCRAT
1976,IDAHO,ID,US PRESIDENT,"MADDOX, LESTER",AMERICAN,FALSE,5935,340932,OTHER
1976,IDAHO,ID,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3558,340932,LIBERTARIAN
1976,IDAHO,ID,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,739,340932,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2364269,4721282,REPUBLICAN
1976,ILLINOIS,IL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2271295,4721282,DEMOCRAT
1976,ILLINOIS,IL,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,55939,4721282,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,9250,4721282,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,8057,4721282,LIBERTARIAN
1976,ILLINOIS,IL,US PRESIDENT,,,TRUE,4417,4721282,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3615,4721282,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,2422,4721282,OTHER
1976,ILLINOIS,IL,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,2018,4721282,OTHER
1976,INDIANA,IN,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1183958,2220362,REPUBLICAN
1976,INDIANA,IN,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1014714,2220362,DEMOCRAT
1976,INDIANA,IN,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,14048,2220362,OTHER
1976,INDIANA,IN,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,5695,2220362,OTHER
1976,INDIANA,IN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1947,2220362,OTHER
1976,IOWA,IA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,632864,1279303,REPUBLICAN
1976,IOWA,IA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,619931,1279303,DEMOCRAT
1976,IOWA,IA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,20057,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN PARTY OF IOWA,FALSE,3041,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1454,1279303,LIBERTARIAN
1976,IOWA,IA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,551,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,SCATTERING,,FALSE,509,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,262,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,241,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST U.S.A.,FALSE,233,1279303,OTHER
1976,IOWA,IA,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,160,1279303,OTHER
1976,KANSAS,KS,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,502752,957845,REPUBLICAN
1976,KANSAS,KS,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,430421,957845,DEMOCRAT
1976,KANSAS,KS,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,13185,957845,OTHER
1976,KANSAS,KS,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,4724,957845,OTHER
1976,KANSAS,KS,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,3242,957845,OTHER
1976,KANSAS,KS,US PRESIDENT,"MADDOX, LESTER",CONSERVATIVE,FALSE,2118,957845,OTHER
1976,KANSAS,KS,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,1403,957845,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,615717,1167142,DEMOCRAT
1976,KENTUCKY,KY,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,531852,1167142,REPUBLICAN
1976,KENTUCKY,KY,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,8308,1167142,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,6837,1167142,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,2328,1167142,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,814,1167142,LIBERTARIAN
1976,KENTUCKY,KY,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,510,1167142,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,426,1167142,OTHER
1976,KENTUCKY,KY,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,350,1167142,OTHER
1976,LOUISIANA,LA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,661365,1277383,DEMOCRAT
1976,LOUISIANA,LA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,587446,1277383,REPUBLICAN
1976,LOUISIANA,LA,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,10058,1277383,OTHER
1976,LOUISIANA,LA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,7417,1277383,OTHER
1976,LOUISIANA,LA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,6490,1277383,OTHER
1976,LOUISIANA,LA,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3134,1277383,LIBERTARIAN
1976,LOUISIANA,LA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1473,1277383,OTHER
1976,MAINE,ME,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,236320,482968,REPUBLICAN
1976,MAINE,ME,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,232279,482968,DEMOCRAT
1976,MAINE,ME,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,10874,482968,OTHER
1976,MAINE,ME,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,3495,482968,OTHER
1976,MARYLAND,MD,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,759612,1432273,DEMOCRAT
1976,MARYLAND,MD,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,672661,1432273,REPUBLICAN
1976,MASSACHUSETTS,MA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1429475,2547558,DEMOCRAT
1976,MASSACHUSETTS,MA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1030276,2547558,REPUBLICAN
1976,MASSACHUSETTS,MA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,65637,2547558,OTHER
1976,MASSACHUSETTS,MA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,8138,2547558,OTHER
1976,MASSACHUSETTS,MA,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,7555,2547558,OTHER
1976,MASSACHUSETTS,MA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4922,2547558,OTHER
1976,MASSACHUSETTS,MA,US PRESIDENT,SCATTERING,,FALSE,1401,2547558,OTHER
1976,MASSACHUSETTS,MA,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,135,2547558,LIBERTARIAN
1976,MASSACHUSETTS,MA,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,19,2547558,OTHER
1976,MICHIGAN,MI,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1893742,3651590,REPUBLICAN
1976,MICHIGAN,MI,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1696714,3651590,DEMOCRAT
1976,MICHIGAN,MI,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,47905,3651590,OTHER
1976,MICHIGAN,MI,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5407,3651590,LIBERTARIAN
1976,MICHIGAN,MI,US PRESIDENT,"WRIGHT, MARGARET",HUMAN RIGHTS,FALSE,3504,3651590,OTHER
1976,MICHIGAN,MI,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1804,3651590,OTHER
1976,MICHIGAN,MI,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1366,3651590,OTHER
1976,MICHIGAN,MI,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,1148,3651590,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1070440,1949931,DEMOCRAT
1976,MINNESOTA,MN,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,819395,1949931,REPUBLICAN
1976,MINNESOTA,MN,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,35490,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,13592,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4149,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3529,1949931,LIBERTARIAN
1976,MINNESOTA,MN,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1092,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"WRIGHT, MARGARET",PEOPLE'S,FALSE,635,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INTERNATIONAL DEVELOPMENT BANK,FALSE,543,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",INDUSTRIAL GOVERNMENT PARTY,FALSE,370,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,354,1949931,OTHER
1976,MINNESOTA,MN,US PRESIDENT,,,TRUE,342,1949931,OTHER
1976,MISSISSIPPI,MS,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,381329,768390,DEMOCRAT
1976,MISSISSIPPI,MS,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,366846,768390,REPUBLICAN
1976,MISSISSIPPI,MS,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,6678,768390,OTHER
1976,MISSISSIPPI,MS,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4074,768390,OTHER
1976,MISSISSIPPI,MS,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,4049,768390,OTHER
1976,MISSISSIPPI,MS,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,2805,768390,OTHER
1976,MISSISSIPPI,MS,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,2609,768390,LIBERTARIAN
1976,MISSOURI,MO,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,998387,1953600,DEMOCRAT
1976,MISSOURI,MO,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,927443,1953600,REPUBLICAN
1976,MISSOURI,MO,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,24029,1953600,OTHER
1976,MISSOURI,MO,US PRESIDENT,OTHER,,FALSE,3741,1953600,OTHER
1976,MONTANA,MT,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,173703,328734,REPUBLICAN
1976,MONTANA,MT,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,149259,328734,DEMOCRAT
1976,MONTANA,MT,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,5772,328734,OTHER
1976,NEBRASKA,NE,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,359219,606749,REPUBLICAN
1976,NEBRASKA,NE,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,233293,606749,DEMOCRAT
1976,NEBRASKA,NE,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,9383,606749,OTHER
1976,NEBRASKA,NE,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,3378,606749,OTHER
1976,NEBRASKA,NE,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1476,606749,LIBERTARIAN
1976,NEVADA,NV,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,101273,201876,REPUBLICAN
1976,NEVADA,NV,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,92479,201876,DEMOCRAT
1976,NEVADA,NV,US PRESIDENT,OTHER,,FALSE,5108,201876,OTHER
1976,NEVADA,NV,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1519,201876,LIBERTARIAN
1976,NEVADA,NV,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,1497,201876,OTHER
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,185935,339627,REPUBLICAN
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147645,339627,DEMOCRAT
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4095,339627,OTHER
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,936,339627,LIBERTARIAN
1976,NEW HAMPSHIRE,NH,US PRESIDENT,SCATTERING,,FALSE,603,339627,OTHER
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,186,339627,OTHER
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,161,339627,OTHER
1976,NEW HAMPSHIRE,NH,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,66,339627,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1509688,3014472,REPUBLICAN
1976,NEW JERSEY,NJ,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1444653,3014472,DEMOCRAT
1976,NEW JERSEY,NJ,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,32717,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,9449,3014472,LIBERTARIAN
1976,NEW JERSEY,NJ,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7716,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,3686,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1662,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1650,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1184,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,1044,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,554,3014472,OTHER
1976,NEW JERSEY,NJ,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,469,3014472,OTHER
1976,NEW MEXICO,NM,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,211419,416590,REPUBLICAN
1976,NEW MEXICO,NM,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,201148,416590,DEMOCRAT
1976,NEW MEXICO,NM,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,2462,416590,OTHER
1976,NEW MEXICO,NM,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1110,416590,LIBERTARIAN
1976,NEW MEXICO,NM,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,240,416590,OTHER
1976,NEW MEXICO,NM,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,211,416590,OTHER
1976,NEW YORK,NY,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3244165,6668262,DEMOCRAT
1976,NEW YORK,NY,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2825913,6668262,REPUBLICAN
1976,NEW YORK,NY,US PRESIDENT,"FORD, GERALD",CONSERVATIVE,FALSE,274878,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,"CARTER, JIMMY",LIBERAL PARTY,FALSE,145393,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,OTHER,,FALSE,143037,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,"MACBRIDE, ROGER",FREE LIBERTARIAN,FALSE,12197,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,10270,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,6996,6668262,OTHER
1976,NEW YORK,NY,US PRESIDENT,"LAROUCHE, LYNDON, JR.",LABOR,FALSE,5413,6668262,OTHER
1976,NORTH CAROLINA,NC,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,927365,1677906,DEMOCRAT
1976,NORTH CAROLINA,NC,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,741960,1677906,REPUBLICAN
1976,NORTH CAROLINA,NC,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,5607,1677906,OTHER
1976,NORTH CAROLINA,NC,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,2219,1677906,LIBERTARIAN
1976,NORTH CAROLINA,NC,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,755,1677906,OTHER
