year,state,state_abbreviation,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
1996,OHIO,OH,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12851,4534434,LIBERTARIAN
1996,OHIO,OH,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,10813,4534434,OTHER
1996,OHIO,OH,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,9120,4534434,OTHER
1996,OHIO,OH,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,7361,4534434,OTHER
1996,OHIO,OH,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,2962,4534434,OTHER
1996,OHIO,OH,US PRESIDENT,OTHER,,FALSE,15,4534434,OTHER
1996,OKLAHOMA,OK,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,582315,1206713,REPUBLICAN
1996,OKLAHOMA,OK,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,488105,1206713,DEMOCRAT
1996,OKLAHOMA,OK,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,130788,1206713,OTHER
1996,OKLAHOMA,OK,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,5505,1206713,LIBERTARIAN
1996,OREGON,OR,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,649641,1377760,DEMOCRAT
1996,OREGON,OR,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,538152,1377760,REPUBLICAN
1996,OREGON,OR,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,121221,1377760,OTHER
1996,OREGON,OR,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,49415,1377760,OTHER
1996,OREGON,OR,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,8903,1377760,LIBERTARIAN
1996,OREGON,OR,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3379,1377760,OTHER
1996,OREGON,OR,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2798,1377760,OTHER
1996,OREGON,OR,US PRESIDENT,OTHER,,FALSE,2329,1377760,OTHER
1996,OREGON,OR,US PRESIDENT,"HOLLIS, MARY CAL",SOCIALIST,FALSE,1922,1377760,OTHER
1996,PENNSYLVANIA,PA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2215819,4501307,DEMOCRAT
1996,PENNSYLVANIA,PA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1801169,4501307,REPUBLICAN
1996,PENNSYLVANIA,PA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,430984,4501307,OTHER
1996,PENNSYLVANIA,PA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,28000,4501307,LIBERTARIAN
1996,PENNSYLVANIA,PA,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,19552,4501307,OTHER
1996,PENNSYLVANIA,PA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,5783,4501307,OTHER
1996,RHODE ISLAND,RI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,233050,390247,DEMOCRAT
1996,RHODE ISLAND,RI,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,104683,390247,REPUBLICAN
1996,RHODE ISLAND,RI,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,43723,390247,OTHER
1996,RHODE ISLAND,RI,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,6040,390247,OTHER
1996,RHODE ISLAND,RI,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1109,390247,LIBERTARIAN
1996,RHODE ISLAND,RI,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,1021,390247,OTHER
1996,RHODE ISLAND,RI,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,435,390247,OTHER
1996,RHODE ISLAND,RI,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,186,390247,OTHER
1996,SOUTH CAROLINA,SC,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,573339,1150182,REPUBLICAN
1996,SOUTH CAROLINA,SC,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,506152,1150182,DEMOCRAT
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PEROT, ROSS",PATRIOT PARTY,FALSE,36913,1150182,OTHER
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,27464,1150182,OTHER
1996,SOUTH CAROLINA,SC,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4271,1150182,LIBERTARIAN
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,2043,1150182,OTHER
1996,SOUTH DAKOTA,SD,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,150543,323826,REPUBLICAN
1996,SOUTH DAKOTA,SD,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,139333,323826,DEMOCRAT
1996,SOUTH DAKOTA,SD,US PRESIDENT,,INDEPENDENT,FALSE,32478,323826,OTHER
1996,SOUTH DAKOTA,SD,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1472,323826,LIBERTARIAN
1996,TENNESSEE,TN,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,909146,1894105,DEMOCRAT
1996,TENNESSEE,TN,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,863530,1894105,REPUBLICAN
1996,TENNESSEE,TN,US PRESIDENT,,INDEPENDENT,FALSE,121239,1894105,OTHER
1996,TENNESSEE,TN,US PRESIDENT,,,TRUE,190,1894105,OTHER
1996,TEXAS,TX,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,2736167,5611644,REPUBLICAN
1996,TEXAS,TX,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2459683,5611644,DEMOCRAT
1996,TEXAS,TX,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,378537,5611644,OTHER
1996,TEXAS,TX,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,20256,5611644,LIBERTARIAN
1996,TEXAS,TX,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,7472,5611644,OTHER
1996,TEXAS,TX,US PRESIDENT,,,TRUE,5107,5611644,OTHER
1996,TEXAS,TX,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,4422,5611644,OTHER
1996,UTAH,UT,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,361911,665629,REPUBLICAN
1996,UTAH,UT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,221633,665629,DEMOCRAT
1996,UTAH,UT,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,66461,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,4615,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4129,665629,LIBERTARIAN
1996,UTAH,UT,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,2601,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"TEMPLIN, DIANE",INDEPENDENT AMERICAN,FALSE,1290,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"CRANE, PETER",INDEPENDENT,FALSE,1101,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1085,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,298,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,235,665629,OTHER
1996,UTAH,UT,US PRESIDENT,,,TRUE,159,665629,OTHER
1996,UTAH,UT,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,111,665629,OTHER
1996,VERMONT,VT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,137894,258449,DEMOCRAT
1996,VERMONT,VT,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,80352,258449,REPUBLICAN
1996,VERMONT,VT,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,31024,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,5585,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1183,258449,LIBERTARIAN
1996,VERMONT,VT,US PRESIDENT,,,TRUE,560,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,498,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"PERON, DENNIS",GRASSROOTS,FALSE,480,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,382,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"HOLLIS, MARY CAL",LIBERTY UNION PARTY,FALSE,292,258449,OTHER
1996,VERMONT,VT,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,199,258449,OTHER
1996,VIRGINIA,VA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1138350,2416642,REPUBLICAN
1996,VIRGINIA,VA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1091060,2416642,DEMOCRAT
1996,VIRGINIA,VA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,159861,2416642,OTHER
1996,VIRGINIA,VA,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,13687,2416642,OTHER
1996,VIRGINIA,VA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,9174,2416642,LIBERTARIAN
1996,VIRGINIA,VA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,4510,2416642,OTHER
1996,WASHINGTON,WA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1123323,2253837,DEMOCRAT
1996,WASHINGTON,WA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,840712,2253837,REPUBLICAN
1996,WASHINGTON,WA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,201003,2253837,OTHER
1996,WASHINGTON,WA,US PRESIDENT,,INDEPENDENT,FALSE,62696,2253837,OTHER
1996,WASHINGTON,WA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12522,2253837,LIBERTARIAN
1996,WASHINGTON,WA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,6076,2253837,OTHER
1996,WASHINGTON,WA,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,4578,2253837,OTHER
1996,WASHINGTON,WA,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,2189,2253837,OTHER
1996,WASHINGTON,WA,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,738,2253837,OTHER
1996,WEST VIRGINIA,WV,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,327812,636459,DEMOCRAT
1996,WEST VIRGINIA,WV,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,233946,636459,REPUBLICAN
1996,WEST VIRGINIA,WV,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,71639,636459,OTHER
1996,WEST VIRGINIA,WV,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3062,636459,LIBERTARIAN
1996,WISCONSIN,WI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1071971,2196169,DEMOCRAT
1996,WISCONSIN,WI,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,845029,2196169,REPUBLICAN
1996,WISCONSIN,WI,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,227339,2196169,OTHER
1996,WISCONSIN,WI,US PRESIDENT,,INDEPENDENT,FALSE,32766,2196169,OTHER
1996,WISCONSIN,WI,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,8811,2196169,OTHER
1996,WISCONSIN,WI,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,7929,2196169,LIBERTARIAN
1996,WISCONSIN,WI,US PRESIDENT,SCATTERING,,FALSE,2324,2196169,OTHER
1996,WYOMING,WY,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,105388,211571,REPUBLICAN
1996,WYOMING,WY,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,77934,211571,DEMOCRAT
1996,WYOMING,WY,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,25928,211571,OTHER
1996,WYOMING,WY,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1739,211571,LIBERTARIAN
1996,WYOMING,WY,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,582,211571,OTHER
2000,ALABAMA,AL,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,941173,1666272,REPUBLICAN
2000,ALABAMA,AL,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,692611,1666272,DEMOCRAT
2000,ALABAMA,AL,US PRESIDENT,,INDEPENDENT,FALSE,25896,1666272,OTHER
2000,ALABAMA,AL,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,5893,1666272,LIBERTARIAN
2000,ALABAMA,AL,US PRESIDENT,,,TRUE,699,1666272,OTHER
2000,ALASKA,AK,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,167398,285560,REPUBLICAN
2000,ALASKA,AK,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,79004,285560,DEMOCRAT
2000,ALASKA,AK,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,28747,285560,OTHER
2000,ALASKA,AK,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,5192,285560,OTHER
2000,ALASKA,AK,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2636,285560,LIBERTARIAN
2000,ALASKA,AK,US PRESIDENT,,,TRUE,1068,285560,OTHER
2000,ALASKA,AK,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,919,285560,OTHER
2000,ALASKA,AK,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,596,285560,OTHER
2000,ARIZONA,AZ,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,781652,1532016,REPUBLICAN
2000,ARIZONA,AZ,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,685341,1532016,DEMOCRAT
2000,ARIZONA,AZ,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,45645,1532016,OTHER
2000,ARIZONA,AZ,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,12373,1532016,OTHER
2000,ARIZONA,AZ,US PRESIDENT,"L. NEIL, SMITH",LIBERTARIAN,FALSE,5775,1532016,LIBERTARIAN
2000,ARIZONA,AZ,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1120,1532016,OTHER
2000,ARIZONA,AZ,US PRESIDENT,,,TRUE,110,1532016,OTHER
2000,ARKANSAS,AR,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,472940,921781,REPUBLICAN
2000,ARKANSAS,AR,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,422768,921781,DEMOCRAT
2000,ARKANSAS,AR,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,13421,921781,OTHER
2000,ARKANSAS,AR,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,7358,921781,OTHER
2000,ARKANSAS,AR,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2781,921781,LIBERTARIAN
2000,ARKANSAS,AR,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1415,921781,OTHER
2000,ARKANSAS,AR,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1098,921781,OTHER
2000,CALIFORNIA,CA,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,5861203,10965822,DEMOCRAT
2000,CALIFORNIA,CA,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,4567429,10965822,REPUBLICAN
2000,CALIFORNIA,CA,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,418707,10965822,OTHER
2000,CALIFORNIA,CA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,45520,10965822,LIBERTARIAN
2000,CALIFORNIA,CA,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,44987,10965822,OTHER
2000,CALIFORNIA,CA,US PRESIDENT,"PHILLIPS, HOWARD",AMERICAN INDEPENDENT PARTY,FALSE,17042,10965822,OTHER
2000,CALIFORNIA,CA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,10934,10965822,OTHER
2000,COLORADO,CO,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,883748,1741368,REPUBLICAN
2000,COLORADO,CO,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,738227,1741368,DEMOCRAT
2000,COLORADO,CO,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,91434,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12799,1741368,LIBERTARIAN
2000,COLORADO,CO,US PRESIDENT,"HAGELIN, JOHN",FREEDOM,FALSE,10465,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2240,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1319,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,712,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,216,1741368,OTHER
2000,COLORADO,CO,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,208,1741368,OTHER
2000,CONNECTICUT,CT,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,816015,1459525,DEMOCRAT
2000,CONNECTICUT,CT,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,561094,1459525,REPUBLICAN
2000,CONNECTICUT,CT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,64452,1459525,OTHER
2000,CONNECTICUT,CT,US PRESIDENT,"PHILLIPS, HOWARD",CONCERNED CITIZENS,FALSE,9695,1459525,OTHER
2000,CONNECTICUT,CT,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4731,1459525,OTHER
2000,CONNECTICUT,CT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3484,1459525,LIBERTARIAN
2000,CONNECTICUT,CT,US PRESIDENT,,,TRUE,54,1459525,OTHER
2000,DELAWARE,DE,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,180068,327529,DEMOCRAT
2000,DELAWARE,DE,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137288,327529,REPUBLICAN
2000,DELAWARE,DE,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,8307,327529,OTHER
2000,DELAWARE,DE,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,777,327529,OTHER
2000,DELAWARE,DE,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,774,327529,LIBERTARIAN
2000,DELAWARE,DE,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,208,327529,OTHER
2000,DELAWARE,DE,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,107,327529,OTHER
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,171923,201894,DEMOCRAT
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,18073,201894,REPUBLICAN
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,10576,201894,OTHER
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,669,201894,LIBERTARIAN
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,,,TRUE,539,201894,OTHER
2000,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,114,201894,OTHER
2000,FLORIDA,FL,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2912790,5963110,REPUBLICAN
2000,FLORIDA,FL,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,2912253,5963110,DEMOCRAT
2000,FLORIDA,FL,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,97488,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,17484,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,16415,5963110,LIBERTARIAN
2000,FLORIDA,FL,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2281,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,1804,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1371,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,622,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,562,5963110,OTHER
2000,FLORIDA,FL,US PRESIDENT,,,TRUE,40,5963110,OTHER
2000,GEORGIA,GA,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1419720,2583208,REPUBLICAN
2000,GEORGIA,GA,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,1116230,2583208,DEMOCRAT
2000,GEORGIA,GA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,36332,2583208,LIBERTARIAN
2000,GEORGIA,GA,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENT,FALSE,10926,2583208,OTHER
2000,HAWAII,HI,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,205286,367951,DEMOCRAT
2000,HAWAII,HI,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137845,367951,REPUBLICAN
2000,HAWAII,HI,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,21623,367951,OTHER
2000,HAWAII,HI,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1477,367951,LIBERTARIAN
2000,HAWAII,HI,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,1071,367951,OTHER
2000,HAWAII,HI,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,343,367951,OTHER
2000,HAWAII,HI,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,306,367951,OTHER
2000,IDAHO,ID,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,336937,501615,REPUBLICAN
2000,IDAHO,ID,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,138637,501615,DEMOCRAT
2000,IDAHO,ID,US PRESIDENT,"NADER, RALPH",GREEN,TRUE,12292,501615,OTHER
2000,IDAHO,ID,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,7615,501615,OTHER
2000,IDAHO,ID,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3488,501615,LIBERTARIAN
2000,IDAHO,ID,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1469,501615,OTHER
2000,IDAHO,ID,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1177,501615,OTHER
2000,ILLINOIS,IL,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,2589026,4742108,DEMOCRAT
2000,ILLINOIS,IL,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2019421,4742108,REPUBLICAN
2000,ILLINOIS,IL,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,103759,4742108,OTHER
2000,ILLINOIS,IL,US PRESIDENT,,INDEPENDENT,FALSE,16106,4742108,OTHER
2000,ILLINOIS,IL,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,11623,4742108,LIBERTARIAN
2000,ILLINOIS,IL,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,2127,4742108,OTHER
2000,ILLINOIS,IL,US PRESIDENT,,,TRUE,46,4742108,OTHER
2000,INDIANA,IN,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1245836,2199302,REPUBLICAN
2000,INDIANA,IN,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,901980,2199302,DEMOCRAT
2000,INDIANA,IN,US PRESIDENT,,,TRUE,18997,2199302,OTHER
2000,INDIANA,IN,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENT,FALSE,16959,2199302,OTHER
2000,INDIANA,IN,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,15530,2199302,LIBERTARIAN
2000,IOWA,IA,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,638517,1353022,DEMOCRAT
2000,IOWA,IA,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,634373,1353022,REPUBLICAN
2000,IOWA,IA,US PRESIDENT,,INDEPENDENT,FALSE,37459,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,29374,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,5731,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3209,1353022,LIBERTARIAN
2000,IOWA,IA,US PRESIDENT,"HAGELIN, JOHN",NOMINATED BY PETITION,FALSE,2281,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,SCATTERING,,FALSE,1168,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,613,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,190,1353022,OTHER
2000,IOWA,IA,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,107,1353022,OTHER
2000,KANSAS,KS,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,622332,1072216,REPUBLICAN
2000,KANSAS,KS,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,399276,1072216,DEMOCRAT
